,TypeName,make,ModelText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
325,XK8 Convertible,Jaguar,XK,Cabriolet,3996,Zuzwil,310 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,7,1998,Benzin,284,beige,99800,Ab MFK,4,Automat,Grey,12.1,l/100km
326,null,Chevrolet,CORVETTE,Coupé,5730,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1981,Benzin,0,rot,27700,Ab MFK,2,Automatik-Getriebe,Grey,null,
327,Spyder GT,Maserati,SPYDER GT,Cabriolet,4244,Zuzwil,430 g/km,Occasion,G,18.6 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,beige,88500,Ab MFK,2,Automatisiertes Schaltgetriebe,Grey,18.6,l/100km
328,F360 Spider,Ferrari,F360,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,9,2002,Benzin,400,blau,16600,Ab MFK,2,Schaltgetriebe manuell,Grey,19.3,l/100km
329,R5 1400 Alpine Turbo,Renault,R5,Kleinwagen,1397,Zuzwil,null,Oldtimer,null,null,3,Vorderradantrieb,7,1982,Benzin,108,beige,124500,Ab MFK,4,Schaltgetriebe manuell,Grey,null,
330,575M,Ferrari,575M,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,12,2006,Benzin,517,schwarz,15900,Ab MFK,2,Automatik-Getriebe,Grey,21.8,l/100km
331,Delta HF Integrale Evo,Lancia,DELTA,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1992,Benzin,177,mehrfarbig,155000,Ab MFK,5,Schaltgetriebe manuell,Grey,null,
332,SL 600,Mercedes-Benz,SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1994,Benzin,394,grau,48700,Ab MFK,2,Automat,Anthracite,null,
333,Arnage R,Bentley,ARNAGE,Limousine,6761,Zuzwil,495 g/km,Occasion,G,20.6 l/100km,4,Hinterradantrieb,4,2005,Benzin,405,mehrfarbig,145000,Ab MFK,5,Automat,Grey,20.6,l/100km
334,CL 500,Mercedes-Benz,CL 500,Coupé,4966,Zuzwil,270 g/km,Neu,G,11.4 l/100km,2,Hinterradantrieb,1,2005,Benzin,306,schwarz,165,Ab MFK,4,Automat sequentiell,Grey,11.4,l/100km
335,E 55 AMG Avantgarde,Mercedes-Benz,E 55 AMG,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,3,1998,Benzin,354,schwarz,47400,Ab MFK,5,Automat,Grey,12.6,l/100km
336,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,6,2003,Benzin,450,beige,68700,Ab MFK,5,Automat sequentiell,Grey,15.7,l/100km
337,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,8,2008,Benzin,500,braun,28000,Ab MFK,5,Automat,Grey,14.9,l/100km
338,SL 600,Mercedes-Benz,SL 600,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,anthrazit,20000,Ab MFK,2,Automat,Grey,14.4,l/100km
339,RS6 Avant 5.0 V10 quattro MTM,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,9,2008,Benzin,580,schwarz,24600,Ab MFK,5,Automat,Grey,14.0,l/100km
340,100/Six BN6 Roadster,Austin-Healey,null,Cabriolet,2912,Safenwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1959,Benzin,130,schwarz,16900,Ab MFK,2,Schaltgetriebe manuell,Grey,null,
341,CTR 2 Sport,RUF,null,Coupé,3600,Zuzwil,null,Occasion,null,null,2,Allrad,10,1997,Benzin,580,schwarz,20900,null,2,Schaltgetriebe manuell,Grey,null,
342,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2002,Benzin,420,blau,52900,"Ab MFK, Tuning",4,Schaltgetriebe manuell,Grey,12.9,l/100km
343,Turbo R,Bentley,TURBO,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,4,1990,Benzin,320,blau,112500,Ab MFK,5,Automat,Anthracite,null,
344,911 Carrera S Cabrio,Porsche,911,Cabriolet,3824,Zuzwil,280 g/km,Occasion,G,11.6 l/100km,2,Hinterradantrieb,3,2006,Benzin,355,schwarz,29500,Ab MFK,2,Schaltgetriebe manuell,Grey,11.6,l/100km
345,535i Touring,BMW,535,Kombi,2979,Zuzwil,179 g/km,Occasion,F,7.7 l/100km,5,Hinterradantrieb,7,2011,Benzin,306,beige,76500,Ab MFK,5,Automat sequentiell,Grey,7.7,l/100km
346,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,9,2003,Benzin,420,blau,63300,Ab MFK,4,Schaltgetriebe manuell,Grey,12.9,l/100km
347,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,9,2004,Benzin,450,schwarz,31000,Ab MFK,5,Automat sequentiell,Grey,15.7,l/100km
348,Celica 2800 i Supra,Toyota,CELICA,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,grau,158000,Ab MFK,5,Schaltgetriebe manuell,Grey,null,
349,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,null,Occasion,null,15.7 l/100km,2,Allrad,5,1996,Benzin,408,schwarz,88100,null,2,Schaltgetriebe manuell,Grey,15.7,l/100km
350,1600 SX,Renault,Alpine A110,Coupé,1635,Zuzwil,null,Occasion,null,null,2,null,6,1977,Benzin,120,null,41400,Ab MFK,2,Schaltgetriebe,Grey,null,
351,SL 350,Mercedes-Benz,SL 350,Cabriolet,3724,Zuzwil,281 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,5,2004,Benzin,245,mehrfarbig,105300,Ab MFK,2,Automat,Grey,11.7,l/100km
352,Range Rover 4.6 HSE,Land Rover,RANGE ROVER,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,12,1996,Benzin,226,grau,54600,Ab MFK,5,Automat,Grey,16.2,l/100km
353,Panamera Turbo 4.8,Porsche,PANAMERA,Limousine,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2010,Benzin,500,schwarz,47500,Ab MFK,4,Automatisiertes Schaltgetriebe,Grey,11.5,l/100km
354,911 Carrera,Porsche,911,Cabriolet,3387,Zuzwil,304 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,7,1998,Benzin,300,schwarz,89500,Ab MFK,4,Automat,Anthracite,12.0,l/100km
355,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,580,schwarz,59900,Ab MFK,5,Automat sequentiell,Grey,14.0,l/100km
356,540i Touring,BMW,540,Kombi,4398,Zuzwil,308 g/km,Occasion,G,13.0 l/100km,5,Hinterradantrieb,1,1998,Benzin,286,schwarz,85800,Ab MFK,5,Automat,Grey,13.0,l/100km
357,Spyder GT,Maserati,SPYDER GT,Cabriolet,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,6,2003,Benzin,390,schwarz,50300,Ab MFK,2,Automatik-Getriebe,Grey,17.5,l/100km
358,Coupé GT,Maserati,COUPÉ GT,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,braun,114800,Ab MFK,4,Automatisiertes Schaltgetriebe,Grey,17.5,l/100km
359,Huracan LP610-4 Coupé,Lamborghini,HURACAN,Coupé,5204,Zuzwil,290 g/km,Neu,G,12.5 l/100km,2,Allrad,7,2015,Benzin,610,schwarz,300,"Ab MFK, Direkt-/Parallelimport",2,Automatisiertes Schaltgetriebe,Grey,12.5,l/100km
360,Virage,Aston Martin,Virage,Coupé,5338,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1991,Benzin,310,grün,68800,Ab MFK,4,Automatik-Getriebe,Grey,null,
361,Punto 1.8 16V HGT,Fiat,PUNTO,Kleinwagen,1747,Zuzwil,197 g/km,Occasion,G,8.3 l/100km,3,Vorderradantrieb,5,2004,Benzin,131,anthrazit,75200,Ab MFK,5,Schaltgetriebe manuell,Grey,8.3,l/100km
362,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,4,2003,Benzin,450,schwarz,32900,"Ab MFK, Tuning",5,Automat sequentiell,Grey,14.6,l/100km
363,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,grau,100200,"Ab MFK, Tuning",5,Automat sequentiell,Grey,14.6,l/100km
364,X5 4.4i,BMW,X5,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2001,Benzin,286,grau,113000,Ab MFK,5,Automat sequentiell,Grey,13.9,l/100km
365,Therry T22,Giottiline,null,Wohnkabine,2198,Zuzwil,null,Occasion,null,null,0,Vorderradantrieb,4,2014,Diesel,131,mehrfarbig,200,Ab MFK,4,Schaltgetriebe,Anthracite,null,
366,612,Ferrari,612,Coupé,5748,Zuzwil,470 g/km,Occasion,G,20.5 l/100km,2,Hinterradantrieb,2,2008,Benzin,540,schwarz,37000,Ab MFK,4,Automatisiertes Schaltgetriebe,Grey,20.5,l/100km
367,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,36700,"Ab MFK, Tuning",5,Automat sequentiell,Grey,14.0,l/100km
368,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,339 g/km,Occasion,G,13.9 l/100km,2,Allrad,7,2000,Benzin,420,blau,69200,Ab MFK,4,Automatik-Getriebe,Grey,13.9,l/100km
369,S 55 AMG,Mercedes-Benz,S 55 AMG,Limousine,5439,Zuzwil,310 g/km,Occasion,G,13.0 l/100km,4,Hinterradantrieb,7,2001,Benzin,360,schwarz,205500,Ab MFK,5,Automat,Grey,13.0,l/100km
370,R8 Coupé 4.2,Audi,R8,Coupé,4163,Zuzwil,325 g/km,Occasion,G,13.6 l/100km,2,Allrad,6,2007,Benzin,420,schwarz,65000,Ab MFK,2,Automatisiertes Schaltgetriebe,Grey,13.6,l/100km
371,CLK 63 AMG Black Series,Mercedes-Benz,CLK 63 AMG,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,7,2008,Benzin,507,schwarz,36000,Ab MFK,2,Automat sequentiell,Grey,15.3,l/100km
372,Continental GTC 6.0,Bentley,CONTINENTAL,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,2,2007,Benzin,560,mehrfarbig,58000,Ab MFK,4,Automat,Grey,17.1,l/100km
373,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2004,Benzin,450,schwarz,93500,Ab MFK,5,Automat sequentiell,Grey,14.6,l/100km
374,F550 Maranello,Ferrari,F550,Coupé,5474,Zuzwil,530 g/km,Occasion,null,22.9 l/100km,2,Hinterradantrieb,5,1997,Benzin,485,schwarz,62000,Ab MFK,2,Schaltgetriebe manuell,Grey,22.9,l/100km
375,DBS Coupé,Aston Martin,DBS,Coupé,5935,Zuzwil,388 g/km,Occasion,G,16.4 l/100km,2,Hinterradantrieb,4,2012,Benzin,517,schwarz,5000,Ab MFK,2,Schaltgetriebe manuell,Grey,16.4,l/100km
376,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2002,Benzin,450,beige,38500,Ab MFK,5,Automat sequentiell,Anthracite,14.6,l/100km
377,SL 500,Mercedes-Benz,SL 500,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,4,1998,Benzin,320,schwarz,48300,Ab MFK,0,Automat,Anthracite,14.3,l/100km
378,S 500,Mercedes-Benz,S 500,Limousine,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,9,1999,Benzin,299,schwarz,112800,Ab MFK,5,Automat,Grey,12.5,l/100km
379,E 500 Limited,Mercedes-Benz,E 500,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,6,1994,Benzin,320,schwarz,206000,Ab MFK,4,Automat,Grey,null,
380,CL 65 AMG,Mercedes-Benz,CL 65 AMG,Coupé,5981,Zuzwil,357 g/km,Occasion,G,14.9 l/100km,2,Hinterradantrieb,1,2006,Benzin,612,schwarz,19800,Ab MFK,4,Automat sequentiell,Grey,14.9,l/100km
381,SL 500 Special Edition,Mercedes-Benz,SL 500,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Benzin,320,schwarz,55200,Ab MFK,2,Automat,Grey,null,
382,Gallardo LP560-4 Coupé,Lamborghini,GALLARDO,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,1,2009,Benzin,560,schwarz,24000,Ab MFK,2,Automatisiertes Schaltgetriebe,Grey,13.7,l/100km
383,Boxster S 3.4,Porsche,BOXSTER,Cabriolet,3387,Zuzwil,254 g/km,Occasion,G,10.6 l/100km,2,Hinterradantrieb,2,2007,Benzin,295,schwarz,68900,Ab MFK,2,Schaltgetriebe manuell,Grey,10.6,l/100km
384,Phaeton 4.2 V8 4Motion,VW,PHAETON,Limousine,4172,Zuzwil,310 g/km,Occasion,G,12.9 l/100km,4,Allrad,11,2003,Benzin,335,schwarz,119000,Ab MFK,5,Automat sequentiell,Grey,12.9,l/100km
385,612,Ferrari,612,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,7,2004,Benzin,540,null,45000,Ab MFK,4,Automatisiertes Schaltgetriebe,Grey,20.7,l/100km
386,RS6 Avant 5.0 V10 quattro,Audi,RS6,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,14000,Ab MFK,5,Automat,Grey,14.0,l/100km
387,911 Carrera,Porsche,911,Coupé,3387,Zuzwil,290 g/km,Occasion,G,12.0 l/100km,2,Hinterradantrieb,4,2001,Benzin,300,beige,135800,Ab MFK,4,Automat,Grey,12.0,l/100km
388,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,11,2001,Benzin,420,schwarz,47600,"Ab MFK, Tuning",4,Schaltgetriebe manuell,Anthracite,12.9,l/100km
389,R8 Gordini,Renault,null,Kleinwagen,0,Zuzwil,null,Oldtimer,null,null,0,null,4,1969,null,0,schwarz,45000,Ab MFK,0,Schaltgetriebe,Grey,null,
390,S 500 L,Mercedes-Benz,S 500,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,5,1999,Benzin,306,grau,32700,Ab MFK,5,Automat,Grey,13.4,l/100km
391,323i Sport Edition,BMW,323,Limousine,2494,Zuzwil,221 g/km,Occasion,null,9.2 l/100km,4,Hinterradantrieb,7,1997,Benzin,170,mehrfarbig,82500,Ab MFK,5,Schaltgetriebe manuell,Grey,9.2,l/100km
392,CL 500 4Matic,Mercedes-Benz,CL 500,Coupé,4663,Zuzwil,242 g/km,Occasion,G,10.1 l/100km,2,Allrad,1,2011,Benzin,435,beige,79500,Ab MFK,4,Automat sequentiell,Grey,10.1,l/100km
393,New Beetle Cup,VW,BEETLE,Limousine,2792,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,9,2000,Benzin,204,null,1,Rennwagen,2,Schaltgetriebe,Grey,null,
394,Cayenne Turbo,Porsche,CAYENNE,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,4,2003,Benzin,450,schwarz,127000,Ab MFK,5,Automat sequentiell,Grey,15.7,l/100km
395,S 500 L,Mercedes-Benz,S 500,Limousine,4973,Zuzwil,353 g/km,Occasion,null,15.4 l/100km,4,Hinterradantrieb,6,1998,Benzin,320,schwarz,128800,Ab MFK,5,Automat,Grey,15.4,l/100km
396,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,6,2002,Benzin,476,rot,6000,Ab MFK,2,Automat,Grey,14.2,l/100km
397,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,11,2002,Benzin,450,beige,38500,Ab MFK,5,Automat sequentiell,Grey,14.6,l/100km
398,GT,MG,MGC,Coupé,2912,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,8,1968,Benzin,135,mehrfarbig,48800,Ab MFK,4,Schaltgetriebe,Grey,null,
399,A8 4.2 quattro,Audi,A8,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,9,1997,Benzin,300,schwarz,125400,null,5,Automat,Anthracite,13.5,l/100km
400,null,Porsche,924,Coupé,1983,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1978,Benzin,125,braun,51000,Ab MFK,4,Schaltgetriebe manuell,Grey,null,
401,T - Roadster,Ford,null,Coupé,2884,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1927,Benzin,0,schwarz,1,null,2,Schaltgetriebe,Grey,null,
402,CLK 430 Elégance,Mercedes-Benz,CLK 430,Coupé,4266,Zuzwil,278 g/km,Vorführmodell,G,11.6 l/100km,2,Hinterradantrieb,1,2001,Benzin,279,grau,100,Ab MFK,4,Automat,Grey,11.6,l/100km
403,Golf 2.0 TSI R 4Motion,VW,GOLF,Limousine,1984,Zuzwil,199 g/km,Occasion,G,8.5 l/100km,5,Allrad,3,2011,Benzin,270,schwarz,36300,Ab MFK,5,Schaltgetriebe manuell,Grey,8.5,l/100km
404,911 Carrera RS Clubsport/993 GT2,Porsche,911,Coupé,3744,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Benzin,300,schwarz,91000,Ab MFK,2,Schaltgetriebe manuell,Grey,null,
405,Defender 90 2.4Td4 SW,Land Rover,DEFENDER,Kombi,2402,Zuzwil,266 g/km,Occasion,null,10.0 l/100km,3,Allrad,2,2011,Diesel,122,schwarz,50400,"Ab MFK, Direkt-/Parallelimport",4,Schaltgetriebe manuell,Grey,10.0,l/100km
406,S 65 AMG L,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,3,2006,Benzin,612,schwarz,39800,Ab MFK,5,Automat sequentiell,Grey,14.8,l/100km
407,ML 63 AMG 4Matic,Mercedes-Benz,ML 63 AMG,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,3,2009,Benzin,510,schwarz,88500,Ab MFK,5,Automat sequentiell,Grey,16.5,l/100km
408,S6 quattro 4.2,Audi,S6,Limousine,4170,Zuzwil,366 g/km,Occasion,null,15.4 l/100km,4,Allrad,5,1998,Benzin,290,grau,54500,Ab MFK,5,Schaltgetriebe manuell,Grey,15.4,l/100km
409,F360 Modena Berlinetta,Ferrari,F360,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,4,2000,Benzin,400,rot,41500,Ab MFK,2,Automatik-Getriebe,Grey,19.3,l/100km
410,730PS,Mercedes-Benz,SLR,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,2004,Benzin,730,rot,34500,"Ab MFK, Tuning",2,Automatik-Getriebe,Anthracite,null,
411,SL 55 AMG,Mercedes-Benz,SL 55 AMG,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,schwarz,45500,Ab MFK,2,Automat,Grey,13.5,l/100km
412,911 Carrera Targa,Porsche,911,Cabriolet,3596,Zuzwil,269 g/km,Occasion,G,11.1 l/100km,2,Hinterradantrieb,1,2002,Benzin,320,schwarz,128000,Ab MFK,4,Schaltgetriebe manuell,Grey,11.1,l/100km
413,1600S VC,Renault,Alpine A110,Coupé,1605,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,7,1972,Benzin,124,schwarz,34900,Ab MFK,2,Schaltgetriebe,Grey,null,
414,SL 600,Mercedes-Benz,SL 600,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1993,Benzin,394,grau,75900,Ab MFK,2,Automat,Grey,null,
415,911 Turbo,Porsche,911,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,8,2001,Benzin,420,schwarz,74100,Ab MFK,4,Automatik-Getriebe,Grey,12.9,l/100km
416,S 55 L AMG,Mercedes-Benz,S-CLASS,Limousine,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,4,Hinterradantrieb,2,2003,Benzin,500,schwarz,73900,"Ab MFK, Tuning",5,Automat,Grey,13.2,l/100km
417,M3,BMW,M3,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,6,2002,Benzin,343,schwarz,1600,Ab MFK,4,Automatisiertes Schaltgetriebe,Grey,13.6,l/100km
418,740i,BMW,740,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,11,1995,Benzin,286,beige,89200,Ab MFK,5,Automat,Grey,null,
419,Gallardo LP560-4 Spyder,Lamborghini,GALLARDO,Cabriolet,5204,Zuzwil,330 g/km,Occasion,G,13.8 l/100km,2,Allrad,4,2011,Benzin,560,schwarz,4900,Ab MFK,2,Automatisiertes Schaltgetriebe,Grey,13.8,l/100km
420,null,Dodge,VIPER,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1994,Benzin,364,grau,37900,Ab MFK,2,Schaltgetriebe,Grey,null,
421,S 65 AMG L,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,612,schwarz,97300,Ab MFK,5,Automat sequentiell,Anthracite,14.8,l/100km
422,E 500 Avantgarde,Mercedes-Benz,E 500,Limousine,4966,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,5,2003,Benzin,306,beige,29200,Ab MFK,5,Automat sequentiell,Grey,11.5,l/100km
423,A8 4.2 quattro,Audi,A8,Limousine,4172,Zuzwil,null,Occasion,null,13.2 l/100km,4,Allrad,1,1997,Benzin,300,schwarz,66300,Ab MFK,5,Automat sequentiell,Grey,13.2,l/100km
424,Boxster S 3.2,Porsche,BOXSTER,Cabriolet,3179,Zuzwil,263 g/km,Occasion,G,10.7 l/100km,2,Hinterradantrieb,7,2000,Benzin,252,schwarz,51000,Ab MFK,2,Schaltgetriebe manuell,Grey,10.7,l/100km
425,SL 500,Mercedes-Benz,SL 500,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,6,1997,Benzin,320,blau,106000,Ab MFK,2,Automat,Grey,14.3,l/100km
426,456 GTA,Ferrari,456,Coupé,5474,Zuzwil,520 g/km,Occasion,null,22.3 l/100km,2,Hinterradantrieb,11,1997,Benzin,442,beige,32500,Ab MFK,4,Automat,Grey,22.3,l/100km
427,Cortina Lotus,Ford,CORTINA,Limousine,1558,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,4,1966,null,110,schwarz,69377,null,5,Schaltgetriebe,Grey,null,
428,SLK 200,Mercedes-Benz,SLK 200,Cabriolet,1796,Zuzwil,149 g/km,Occasion,E,6.4 l/100km,2,Hinterradantrieb,5,2011,Benzin,184,grau,13800,Ab MFK,2,Schaltgetriebe manuell,Grey,6.4,l/100km
429,ML 63 AMG 4Matic,Mercedes-Benz,ML 63 AMG,SUV / Geländewagen,6209,Zuzwil,392 g/km,Occasion,G,16.5 l/100km,5,Allrad,6,2012,Benzin,510,schwarz,2000,Ab MFK,5,Automat sequentiell,Grey,16.5,l/100km
430,S 65 AMG L,Mercedes-Benz,S 65 AMG,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,9,2006,Benzin,612,grau,130000,Ab MFK,5,Automat sequentiell,Grey,14.8,l/100km
431,323i,BMW,323,Limousine,2315,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1982,Benzin,143,mehrfarbig,238500,Ab MFK,5,Schaltgetriebe,Grey,null,
432,CLS 500,Mercedes-Benz,CLS 500,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,1,2005,Benzin,306,beige,95400,Ab MFK,4,Automat sequentiell,Anthracite,12.1,l/100km
433,Range Rover 4.6 HSE,Land Rover,RANGE ROVER,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,6,1998,Benzin,226,schwarz,42000,Ab MFK,5,Automat,Grey,16.2,l/100km
434,911 Carrera 4,Porsche,911,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,11,1999,Benzin,300,schwarz,47700,Ab MFK,4,Schaltgetriebe manuell,Grey,12.0,l/100km
435,RS6 Avant quattro,Audi,RS6,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,anthrazit,42600,Ab MFK,5,Automat sequentiell,Grey,14.6,l/100km
436,Vanquish V12,Aston Martin,V12 Vanquish,Coupé,5935,Zuzwil,396 g/km,Occasion,G,16.7 l/100km,2,Hinterradantrieb,1,2003,Benzin,470,beige,24600,Ab MFK,2,Automatisiertes Schaltgetriebe,Grey,16.7,l/100km
437,CL 500,Mercedes-Benz,CL 500,Coupé,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,11,2001,Benzin,306,schwarz,55900,Ab MFK,4,Automat,Grey,13.4,l/100km
438,530d GT,BMW,530 Gran Turismo,Limousine,2993,Zuzwil,173 g/km,Occasion,E,6.5 l/100km,5,Hinterradantrieb,1,2010,Diesel,245,beige,67800,Ab MFK,5,Automat sequentiell,Grey,6.5,l/100km
439,911 GT2,Porsche,911,Coupé,3600,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,5,2009,Benzin,530,schwarz,44600,Ab MFK,2,Schaltgetriebe manuell,Grey,12.5,l/100km
440,740i,BMW,740,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1995,Benzin,286,blau,65400,Ab MFK,5,Automatik-Getriebe,Grey,null,
441,1602,BMW,null,Limousine,1573,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,2,1975,Benzin,86,blau,104650,Ab MFK,4,Schaltgetriebe manuell,Grey,null,
